fen	bestmove	score_cp	multipv	suite	split	case_id	random_prefix	takeover_plies	final_ply	worker	attempt
rnba1ab2/4kr3/6n2/p1p1p3p/6p2/7c1/P1P1P1PCP/6c1B/C4N3/RNBAKAR2 b	f8f1	1	1:f8f1:1;2:g2b2:1;3:b9c7:-11;4:e8e9:-16	random_pikafish_takeover	seed	case-000300	21	2	23	3	52
2ba2n2/4k4/3a5/3rp1p2/2pn2b2/p1B1P3p/2P3P2/3AR4/1C7/2R1K1B2 w	e4e5	2869	1:e4e5:2869;2:b1d1:2822;3:b1e1:2679;4:e2f2:2659	random_pikafish_takeover	seed	case-000301	84	2	86	0	52
1n1a1ab1r/7R1/5kC1n/r5p1p/6b2/p1p2pP1P/N1PcP4/3RB4/4AK3/2BA3c1 w	a3c4	-1674	1:a3c4:-1674;2:h8h7:-2317;3:d2d3:-2235;4:h8h0:-2330	random_pikafish_takeover	seed	case-000302	56	2	58	4	51
rn1ak1b2/4Cr3/3ab4/2p3p2/9/P5Pp1/2P1P3P/3AB3C/R2N5/4KABNR w	h0g2	3981	1:h0g2:3981;2:i0i1:3840;3:e2c4:3785;4:e8b8:3634	random_pikafish_takeover	seed	case-000303	44	2	46	5	52
1nba1kbnr/4a4/5rC2/p3p1pc1/6P1p/9/P2pP3P/4B3B/3N4C/R2K1A1NR b	g6g5	2434	1:g6g5:2434;2:h6h1:2224;3:d3d2:2190;4:h9g7:1604	random_pikafish_takeover	seed	case-000304	37	2	39	1	52
3k1a3/4a4/R1n1bn2c/4p4/6p1p/2p6/2P1P3P/3CB3N/C3A1r2/1N2KAB2 b	d9e9	-4731	1:d9e9:-4731;2:g1e1:-4862;3:c7a8:-4973;4:e7c9:-5236	random_pikafish_takeover	seed	case-000305	87	2	89	2	52
2b2a1n1/r3k3r/2n2a2c/2p6/p1P1C4/4P1pRP/9/R8/4K4/1NBA1AB2 w	h4h9	2614	1:h4h9:2614;2:h4h7:1761;3:h4h6:1705;4:h4h2:1750	random_pikafish_takeover	seed	case-000306	58	2	60	3	53
1cb1kab1r/r6c1/2n2a3/8n/2p1P1C2/P1P3P1p/5R2P/4R1N2/4N4/2BAKAB2 w	c4c5	-16	1:c4c5:-16;2:f3f7:-20;3:g5i5:-113;4:g5c5:-149	random_pikafish_takeover	seed	case-000307	78	2	80	0	53
2ba1a1nr/2n6/4k1c1b/p3p1p1p/1Rpr5/8P/P1c1P1PR1/B2AB1N2/N8/3AK4 b	e7e8	3889	1:e7e8:3889;2:h9f8:3880;3:d5f5:3564;4:g6g5:2827	random_pikafish_takeover	seed	case-000308	49	2	51	4	52
rnbak2n1/9/3a4b/p1p3p1p/4p4/4P1B2/PcP3P1P/Rc5C1/4K4/1NBA1r1NR b	b2f2	3335	1:b2f2:3335;2:b3b8:3025;3:b3b0:2563;4:b9a7:2476	random_pikafish_takeover	seed	case-000309	29	2	31	1	53
3ak4/n6c1/3a4b/p3p1p2/2p3b2/P5P2/1rP1P1p2/5A3/4A3r/1CB1K1B2 w	a4a5	-9999	1:a4a5:-9999;2:g4g5:-9999;3:e1d2:-9999;4:e3e4:-9999	random_pikafish_takeover	seed	case-000310	76	2	78	5	53
1Cbakabn1/6r2/r5c2/p1p1p3p/1c3Pp2/9/P1P1P3P/R1N1B4/2C6/2BAKA1NR b	a7b7	-1614	1:a7b7:-1614;2:a7d7:-1705;3:g8d8:-1750;4:g8f8:-1803	random_pikafish_takeover	seed	case-000311	35	2	37	2	53
1nbakabnr/9/6r1c/p3p2cp/2p3p2/2P6/P3P1PCP/B7C/4A1R1N/RN2KAB2 b	c5c4	4	1:c5c4:4;2:h6g6:0;3:g9e7:-3;4:g7f7:-3	random_pikafish_takeover	seed	case-000312	21	2	23	3	54
rn1akabnr/9/4c3b/2p1C1p1p/9/7C1/P1P1P1P1P/1c2BA3/8R/RN2KABN1 b	d9e8	-576	1:d9e8:-576;2:f9e8:-943;3:e7e3:-952;4:e7h7:-31999	random_pikafish_takeover	seed	case-000313	17	2	19	0	54
3aka2r/8n/2r1Cc3/4p3P/p5cC1/6p2/PRn1P4/2N1B3N/4K4/3A1AB1R w	i0h0	789	1:i0h0:789;2:i6i7:236;3:h5a5:153;4:e7d7:158	random_pikafish_takeover	seed	case-000314	82	2	84	4	53
1rba1abnr/4k4/n2c5/p3p1Ccp/9/9/P1P1P1P1P/R3CR3/9/1NBAKABN1 b	h9g7	-607	1:h9g7:-607;2:d7c7:-641;3:e8e9:-893;4:b9b0:-1085	random_pikafish_takeover	seed	case-000315	13	2	15	2	54
1cba1arnr/9/5k2b/2p3p2/pnP1p3p/6B1P/Pc2P1P2/C7B/R2NA4/3AK4 w	e1f0	-3851	1:e1f0:-3851;2:a1c1:-3862;3:a2c2:-4069;4:a2b2:-4122	random_pikafish_takeover	seed	case-000316	82	2	84	1	54
r4ab2/4kc3/4b1n2/4pn2p/p1p3p2/7rP/P2C2P2/1R2B4/4A4/1NB1K1N1R b	a9d9	2305	1:a9d9:2305;2:c5c4:2154;3:f6e4:2152;4:a5a4:1946	random_pikafish_takeover	seed	case-000317	71	2	73	5	54
rn1akab1r/1C7/4b1n2/p2cp1pcp/2p6/4P1P2/P1P5P/2N2CN1R/9/R1BAKAB2 b	i9h9	-219	1:i9h9:-219;2:g6g5:-260;3:a9a8:-344;4:i9i8:-272	random_pikafish_takeover	seed	case-000318	13	2	15	3	55
4kabn1/4a4/b1nC5/pc4p1r/7cp/P1p2p2P/2P1PrP2/4C4/2R5R/2BAKABN1 w	i4i5	-1046	1:i4i5:-1046;2:d7a7:-1565;3:h0g2:-2191;4:d7d3:-2255	random_pikafish_takeover	seed	case-000319	44	2	46	0	55
4kab2/r3a4/b2r5/2P3p1p/8P/p2p2P2/P2cP4/R1N1B3N/4AR3/2BA1K3 b	d4c4	-1723	1:d4c4:-1723;2:i6i5:-1789;3:d3c3:-1832;4:a8b8:-1825	random_pikafish_takeover	seed	case-000320	59	2	61	1	55
1nba5/3k5/r2ac4/p2c4R/P8/4P1P2/2P3R2/B3B4/4A4/1N2K3C w	i6d6	6141	1:i6d6:6141;2:c3c4:5890;3:g3h3:5591;4:e0d0:5547	random_pikafish_takeover	seed	case-000321	78	2	80	2	55
rn1ak1b2/9/b2a1n3/c7p/p1p6/1R4P1P/P1c6/3CBANr1/4C4/1NB1KA3 b	d7e8	3116	1:d7e8:3116;2:d9e8:2972;3:e9f9:2933;4:g9e7:2706	random_pikafish_takeover	seed	case-000322	79	2	81	5	55
1nb6/4kn1c1/3a4b/6p2/4p4/2B2C3/PNP3P1P/3R1c3/4K3R/1N1A1AB2 w	e1e0	9999	1:e1e0:9999;2:b3c5:9999;3:i1h1:9999;4:i1f1:9999	random_pikafish_takeover	seed	case-000323	74	2	76	3	56
2ba1a3/7r1/2r1k1n2/4p1cC1/p1b3p2/4P1B1p/2P3P2/1R3N3/3K1c1R1/3A1AB2 b	c7d7	1622	1:c7d7:1622;2:i4h4:1488;3:h8d8:1677;4:h8h7:1521	random_pikafish_takeover	seed	case-000324	87	2	89	4	55
r1ba1abn1/4k4/2n1c4/p1p1p1p1p/9/4P3P/P1P3P2/B8/4Cr1C1/RN1AKABR1 w	e1e2	-122	1:e1e2:-122;2:h1h2:-201;3:e1e3:-235;4:b0d1:-1143	random_pikafish_takeover	seed	case-000325	18	2	20	0	56
2b1k2n1/2c6/3a5/2p1p3r/p4PC1p/2n3R1P/P1R6/9/4N4/2BAKAB2 b	i6h6	-4350	1:i6h6:-4350;2:h9g7:-4402;3:c9e7:-4428;4:h9f8:-4524	random_pikafish_takeover	seed	case-000326	77	2	79	1	56
1nbakab1r/5R3/C5n1c/6p1p/P1p1p4/4P1P2/2P5P/1c6B/4A4/RNBK1A1N1 b	b9a7	-1607	1:b9a7:-1607;2:i7a7:-1682;3:c9a7:-2118;4:e5e4:-2966	random_pikafish_takeover	seed	case-000327	31	2	33	3	57
5a3/4k4/b7b/3c5/p8/P4n2p/2P1PN3/1r1c5/4A4/2RAK1B2 b	d2d3	5277	1:d2d3:5277;2:d2d1:5081;3:d6e6:5072;4:d2d5:5063	random_pikafish_takeover	seed	case-000328	87	2	89	2	56
2bakabn1/2r4R1/cC7/9/2P6/6B2/6P2/4Np3/6c2/2BK1A3 w	h8c8	3032	1:h8c8:3032;2:h8h5:-3106;3:h8h9:-3777;4:h8h1:-3901	random_pikafish_takeover	seed	case-000329	82	2	84	5	56
2bnka1n1/9/3ab3r/p3p1p1p/1rC6/9/P1P3P1P/B1NN1A2C/5c1c1/2BAK2R1 b	i7h7	3638	1:i7h7:3638;2:h9f8:3475;3:f1b1:3416;4:h1i1:3392	random_pikafish_takeover	seed	case-000330	67	2	69	4	56
r1b1ka1nr/4a4/n3b4/2p1p3p/p5p2/6P2/PcP1P1c1P/R3C1C2/7R1/1NBAKABN1 w	g4g5	-31	1:g4g5:-31;2:f0e1:-37;3:a2d2:-46;4:a3a4:-72	random_pikafish_takeover	seed	case-000331	16	2	18	0	57
C2a1a1n1/2nk1c2r/4b4/r1P1p4/p1b3p1P/P1B2C3/4P1P2/4KA3/5R3/1N1A2BNR w	f1d1	2905	1:f1d1:2905;2:a9a5:2884;3:a9b9:2659;4:a9f9:2125	random_pikafish_takeover	seed	case-000332	58	2	60	1	57
2ba2b1C/3c1k3/r1na4n/2p6/6C2/6p1P/pcP1P4/4B4/4A3R/1RBAK2N1 w	i1g1	3376	1:i1g1:3376;2:i1f1:3330;3:e3e4:3324;4:g5e5:3310	random_pikafish_takeover	seed	case-000333	46	2	48	3	58
1n2ka1nr/9/b2C1a2b/p1p1p1p1p/1r7/8P/P3P1P2/4BA3/9/RN1AK1BNR w	d7d1	2945	1:d7d1:2945;2:h0i2:2925;3:b0c2:2923;4:b0a2:2879	random_pikafish_takeover	seed	case-000334	20	2	22	5	57
2bk1ab2/4a3r/n2c4n/pr4p1p/2p1p4/P1P3P1P/1C2P2C1/NR7/8N/2BAKA2R w	a2b4	2967	1:a2b4:2967;2:c4c5:2780;3:b3d3:2537;4:h3h6:2269	random_pikafish_takeover	seed	case-000335	46	2	48	4	57
rn2ka3/4a4/4b3n/6p2/2b1p4/P5C1p/2P1c1P2/B1NCB1r2/R3A4/3AKR3 w	g4g2	4159	1:g4g2:4159;2:d2g2:4155;3:d2d9:3537;4:d2d7:298	random_pikafish_takeover	seed	case-000336	50	2	52	2	58
r1bak1bnr/4a4/8c/p1p3p1p/9/4p3P/P1P1P1P2/2N1B2CR/4A4/c1BCKA1N1 b	a0d0	3047	1:a0d0:3047;2:i7h7:2028;3:e4f4:1871;4:h9g7:1836	random_pikafish_takeover	seed	case-000337	29	2	31	0	58
1rbakabnr/9/9/c1p1p1pcp/p8/8P/P1P1P1PC1/2N5N/R3A4/2BAK1B1R b	h9g7	463	1:h9g7:463;2:g9e7:225;3:g6g5:167;4:b9b2:176	random_pikafish_takeover	seed	case-000338	19	2	21	1	58
r1ba1ab2/4k4/2n2c3/pcp5p/3P2P2/2B1pN2P/P3N4/4C3R/5K3/R2A1AB2 w	f1e1	4247	1:f1e1:4247;2:f4g6:4130;3:f4g2:4059;4:f4h5:4013	random_pikafish_takeover	seed	case-000339	62	2	64	3	59
2ba3n1/r2k4r/3a5/1nN5C/4p1b2/9/4cc3/B7N/4K4/R1CA1AB2 b	d8e8	3817	1:d8e8:3817	random_pikafish_takeover	seed	case-000340	85	2	87	5	58
1ncakabn1/r7r/1c5C1/4pCp1p/p1p3b2/P1P1P4/6P1P/N3B1N2/2R6/1R1AKAB2 b	a8b8	-914	1:a8b8:-914;2:i8b8:-990;3:b7b8:-1561;4:c5c4:-1683	random_pikafish_takeover	seed	case-000341	33	2	35	4	58
1rba1a3/4k3r/2n3n1b/1Cp1p1p1p/p8/3c5/P1P1P1P1P/2N4CB/4A4/R1BAK2R1 w	a0b0	599	1:a0b0:599;2:c3c4:578;3:b6b2:213;4:b6b0:15	random_pikafish_takeover	seed	case-000342	18	2	20	2	59
2b1k4/9/n2abaC2/6p1P/2cRp4/1pp1P1P2/6N2/9/3K5/2B1rA3 w	f0e1	-3091	1:f0e1:-3091;2:e4e5:-3241;3:g7h7:-3622;4:g3h1:-3663	random_pikafish_takeover	seed	case-000343	86	2	88	0	59
6b1C/4ak3/1R1ab2c1/9/2pP2p2/C1B2rNrp/2P3P1P/5A3/3K5/2BA5 b	g5g4	2	1:g5g4:2;2:h4h1:-2;3:e7c9:-39;4:f4f5:-1108	random_pikafish_takeover	seed	case-000344	85	2	87	1	59
r1b1ka3/9/2N2arRb/3c2p2/4p2Pp/P8/2p3P1P/8B/4A4/R1B1K2N1 w	h7g7	4284	1:h7g7:4284;2:h5h6:1117;3:h7h9:1;4:h7h8:-8	random_pikafish_takeover	seed	case-000345	80	2	82	3	60
1n4b2/C8/2c1ka2b/r1pcp3p/4n3P/p6N1/P1P3p2/B2N1K3/4C4/5AR2 b	a6a8	1717	1:a6a8:1717;2:a4a3:1454;3:g3g2:1239;4:a4b4:1050	random_pikafish_takeover	seed	case-000346	71	2	73	5	59
4ka3/4a4/2n1b1r2/R1P6/5Ppn1/p7P/4R1c2/4B4/4AK3/3A2BN1 b	c7a6	2327	1:c7a6:2327;2:c7e6:-2706;3:g7g6:-3292;4:c7d9:-3330	random_pikafish_takeover	seed	case-000347	79	2	81	4	59
3a1a1nr/3nk4/b7b/p1pc3CN/4p1p1p/2PC2P1P/P3P4/R7R/1r1cK4/1NB3B2 b	d1d3	2657	1:d1d3:2657;2:d1d2:2401;3:d1d0:2340;4:e5e4:2160	random_pikafish_takeover	seed	case-000348	61	2	63	2	60
1cba1a3/4kr1R1/4b1n1r/p1p1p3P/6p2/P3P1B2/2P3P2/N2A4B/4K3N/2CA2R2 w	h8f8	3806	1:h8f8:3806;2:i6i7:1700;3:g0h0:1718;4:h8h2:1516	random_pikafish_takeover	seed	case-000349	88	2	90	0	60
1nba1k3/9/3cba3/rCp1p3p/6p2/2P1P1P1P/P8/N3BC2R/3KA2N1/2B2A3 b	f7e8	-3958	1:f7e8:-3958;2:f9e9:-4742	random_pikafish_takeover	seed	case-000350	61	2	63	1	60
r1bak4/8r/nc3ancb/p5p1p/4p2C1/2P6/P3P1P1P/N8/4AC3/R1BA1KBNR b	a9b9	140	1:a9b9:140;2:f7e8:133;3:b7c7:115;4:h7h9:20	random_pikafish_takeover	seed	case-000351	17	2	19	3	61
2bakarn1/4r4/8b/8p/3np1p2/p1p5P/P1P1P1P2/N6R1/R3AKc2/2B3N2 b	d5e3	5536	1:d5e3:5536;2:g5g4:5493;3:h9g7:5439;4:g9g6:5426	random_pikafish_takeover	seed	case-000352	69	2	71	5	60
r1baka1nr/9/9/p1p1p1p2/1Cb4P1/2PRP1P2/P8/N3B4/4Ac3/2B1KA1R1 b	a9b9	-1679	1:a9b9:-1679;2:f1i1:-1929;3:c5e7:-2022;4:i9i3:-2088	random_pikafish_takeover	seed	case-000353	55	2	57	4	60
1nbak1bnr/4a2c1/5r3/p3p3p/1Cp3p2/C7P/P1P3P2/4B4/5N3/RNBAKA2R b	b9c7	14	1:b9c7:14;2:a6a5:6;3:f7f1:1;4:c5c4:-39	random_pikafish_takeover	seed	case-000354	23	2	25	2	61
r2a1abr1/9/b3k4/2p1n3p/p1P1p1p2/9/P5P1P/N7N/3KC4/RcBA1AB1R w	a0b0	3896	1:a0b0:3896;2:c5d5:2708;3:a2b0:2645;4:i0h0:2634	random_pikafish_takeover	seed	case-000355	54	2	56	0	61
r3ka2r/3Ca4/b1n1b4/p1p4np/4p1p2/2P6/P3c1P1P/BR1C5/3N5/3AKAB1R w	i0h0	408	1:i0h0:408;2:b2b7:225;3:d2i2:91;4:i0i2:84	random_pikafish_takeover	seed	case-000356	36	2	38	3	62
2b1ka1r1/4a1c1n/R1n6/2p3p1p/p3p1b2/6P2/2P1P3P/4BA3/c3KN3/2BA4R b	c9a7	5764	1:c9a7:5764;2:a1a7:5616;3:c7e6:2507;4:h9h7:2239	random_pikafish_takeover	seed	case-000357	49	2	51	1	61
r2a2bcr/4ak3/n1R5n/p1c1p1p1p/9/9/P3P1P1P/N5N2/2C5C/1RBAKAB2 w	c7h7	4301	1:c7h7:4301;2:c0e2:4125;3:g0e2:4117;4:c1f1:4104	random_pikafish_takeover	seed	case-000358	52	2	54	5	61
3rn1bn1/4k1c2/3a5/1C6p/p1p1P1p1P/2P6/P5P2/1c2B4/R3KC1r1/1N1ANAB1R b	d9b9	2716	1:d9b9:2716;2:b2b5:805;3:d9c9:-29;4:b2b3:-38	random_pikafish_takeover	seed	case-000359	41	2	43	4	61
r1baka2r/4c3n/4b4/n1p1R4/5cp2/9/p1P1P1P1R/3AB3C/2N1K4/3A2BN1 w	e6f6	-3916	1:e6f6:-3916;2:e6d6:-4060;3:e6i6:-4079;4:e6c6:-4028	random_pikafish_takeover	seed	case-000360	48	2	50	2	62
r1baka3/2n2r2n/2c6/p5p1p/4p1b2/2B5P/P1PCP1P2/1c6N/R4K3/1NBA1A2R w	f1e1	-4044	1:f1e1:-4044	random_pikafish_takeover	seed	case-000361	52	2	54	0	62
1nbak4/2R1a3r/r3b4/p5n2/4p3P/P1P1P1P2/9/2N4C1/9/1cBAKABR1 b	a7b7	-33	1:a7b7:-33;2:i8h8:-74;3:b0a0:-101;4:b0b7:-126	random_pikafish_takeover	seed	case-000362	55	2	57	3	63
2bak2n1/9/1Cnar1r1b/4p1p1p/3P3R1/P5B2/6P1P/4K3N/N2C5/R1BA1A3 w	h5h9	4495	1:h5h9:4495;2:e2e1:4419;3:d1c1:4410;4:d5c5:4184	random_pikafish_takeover	seed	case-000363	88	2	90	1	62
2b2a3/1rn1kn3/5ar1b/2p1C4/p5p1p/P2c2P1P/2P1P4/2NcB4/1CR1N4/3AK1B2 w	e6e4	-3941	1:e6e4:-3941;2:i4i5:-4111;3:e1c0:-4161;4:e3e4:-4176	random_pikafish_takeover	seed	case-000364	60	2	62	5	62
3aka1c1/2r4r1/b3bnc1n/2p1p1p1p/R8/2P1P1P1P/9/3NB3B/9/1N1AKA1R1 w	h0h8	-4104	1:h0h8:-4104;2:h0i0:-4597;3:h0g0:-4675;4:i4i5:-5999	random_pikafish_takeover	seed	case-000365	60	2	62	4	62
R2akab1c/r3C4/n1C5n/4p3p/p1P3P2/4P4/P7P/3NB4/2NK2c2/2BA1r3 b	a8a9	9999	1:a8a9:9999;2:f0f1:9999;3:a8d8:5606;4:a8c8:4767	random_pikafish_takeover	seed	case-000366	87	2	89	2	64
rnb1kabr1/4a4/5cnc1/p1p1p4/6p2/P5P2/R1P1P3p/C7B/4C4/1NBAKA1NR b	h7i7	1839	1:h7i7:1839;2:g5g4:1809;3:b9c7:1818;4:g7f5:1807	random_pikafish_takeover	seed	case-000367	37	2	39	0	63
2ba1a2r/4kC2c/2n1r3b/p1p1p3p/6p2/P3P4/2Pc4P/2N1B3N/9/R1BAKA2R b	e8f8	2645	1:e8f8:2645;2:e7f7:1965;3:i9h9:1385;4:c6c5:872	random_pikafish_takeover	seed	case-000368	49	2	51	3	64
3rka1n1/4a3r/bc6b/p3p3p/C4CP2/1cPn5/P3P3P/2N1B3B/9/RN1AKA2R b	b7b0	2453	1:b7b0:2453;2:d4e2:2224;3:a6a5:1519;4:d4f3:1017	random_pikafish_takeover	seed	case-000369	29	2	31	1	63
1nba2b1r/4ak3/r6cn/p1p1p1p1p/7C1/9/P1c1P1P1P/9/5R3/1NBAKABNR b	h7f7	2512	1:h7f7:2512;2:a7f7:2424;3:e8f7:2024	random_pikafish_takeover	seed	case-000370	13	2	15	5	63
rnb1kab1r/4a4/8n/p1p1p1p1p/9/2Cc5/P1P1P1P1P/B6CB/4A4/RN1A1K1cR b	h0h1	2252	1:h0h1:2252;2:d4h4:2092;3:h0d0:1390;4:c6c5:1305	random_pikafish_takeover	seed	case-000371	15	2	17	2	65
rn1ak1bn1/1C2a4/9/p1p3p1r/2b1p3p/P1P3P2/3C4P/5R3/N4K3/R1cA2BN1 w	a1c0	3685	1:a1c0:3685;2:d3e3:3611;3:a0c0:3339;4:b8b5:3323	random_pikafish_takeover	seed	case-000372	52	2	54	4	64
2ba1abnr/3k5/r1n1c4/pcp3p1p/4p4/1C2P4/P1P3P1P/6N2/4K4/RNBA1AB1R w	c0e2	-3388	1:c0e2:-3388;2:i0h0:-3466;3:b0c2:-3477;4:e1e0:-3420	random_pikafish_takeover	seed	case-000373	20	2	22	0	64
1nbk1abn1/2r6/3a5/8p/C1p1P1p2/p1P6/6c1P/R3B3R/N3AK3/2B4C1 b	c8f8	-4290	1:c8f8:-4290;2:d9e9:-4363;3:h9g7:-4365;4:b9a7:-4396	random_pikafish_takeover	seed	case-000374	69	2	71	1	64
1nba1abnr/4k2C1/7rc/6p1p/p1p1p4/6B2/P1P1P1P1P/7C1/3RN4/RNBAKA3 w	d1d9	2591	1:d1d9:2591;2:h2e2:2398;3:a0a2:2105;4:e1g0:1950	random_pikafish_takeover	seed	case-000375	24	2	26	5	64
1n1ak4/4a4/r3b4/4n1p2/p1b1p3P/P7P/c1N1P1N2/B7B/1c4r2/2R1KA3 b	b1a1	9999	1:b1a1:9999;2:b1b4:9999;3:b1b3:6382;4:b1b7:6382	random_pikafish_takeover	seed	case-000376	71	2	73	2	66
4kab2/4an3/b4c3/p1p1n3p/1r2p1P2/4Pc3/P1P1N2rP/R7R/4A4/C1BK1AB2 b	b5b0	6102	1:b5b0:6102;2:h3e3:5803;3:e6g5:5639;4:e5e4:5550	random_pikafish_takeover	seed	case-000377	51	2	53	3	66
1nb1kabnr/r5C2/c1ca5/RPp3p1p/4p1PP1/2P6/4P4/3C5/9/1NBAKABNR b	i9i8	-2933	1:i9i8:-2933;2:a8g8:-2958;3:c9e7:-3158;4:h9i7:-3141	random_pikafish_takeover	seed	case-000378	33	2	35	4	65
1rba1a3/3Ck4/bCR6/3PR3p/4p3P/4P1P2/p3n1N2/4B1n2/2c1A3r/2BAK4 b	e8f8	-3307	1:e8f8:-3307;2:e8d8:-31999	random_pikafish_takeover	seed	case-000379	79	2	81	0	65
r2a1a1r1/2ck4n/bn6b/p3R3p/9/1N3pN2/P5P1P/2C5B/9/R1BAKA3 w	b4c6	31998	1:b4c6:31998;2:c2d2:31989;3:b4d5:9999;4:a0b0:5471	random_pikafish_takeover	seed	case-000380	44	2	46	5	65
1Cbak1bnr/2C1a4/n3cc3/p1p1p1p1p/9/4P1B2/P1P3P1P/2N6/9/R2AKABNR w	d0e1	2751	1:d0e1:2751;2:c2e3:2658;3:g4e2:2656;4:f0e1:2353	random_pikafish_takeover	seed	case-000381	12	2	14	1	65
4ka1n1/1c2a4/5r2b/r5p2/2pnP4/p5C1N/P1P5p/BCN2A3/9/2RA1KB1R b	d5c3	-1958	1:d5c3:-1958;2:d5e3:-2109;3:f7f4:-2291;4:g6g5:-2361	random_pikafish_takeover	seed	case-000382	51	2	53	2	67
1R1a1kb2/2n2cn2/2C1bN3/6p1p/r1c6/p1P3B2/P3P1P1P/5A3/R8/2B1KA1N1 b	a5a9	-4234	1:a5a9:-4234;2:c5e5:-4529;3:c8e9:-4514;4:e7c9:-4595	random_pikafish_takeover	seed	case-000383	81	2	83	3	67
1n2kabn1/4a2c1/9/2p1p2Pp/r1b3p2/C8/P1P1PcP2/9/4K4/RNBA1AB1R b	h8g8	-2443	1:h8g8:-2443;2:a5a7:-2538;3:c5a7:-2545;4:b9c7:-2567	random_pikafish_takeover	seed	case-000384	37	2	39	0	66
3ak1bn1/4a4/4b3r/2p1p3p/p5p2/1rC1P3P/P1P6/B2AB4/R2N5/4KA2R w	i0h0	27	1:i0h0:27;2:e4e5:24;3:i4i5:0;4:a1a0:-1	random_pikafish_takeover	seed	case-000385	30	2	32	5	66
rnba1abr1/8n/3k5/2p1N3p/pCP1p4/4P2C1/P5p2/9/2R1K3R/c1BA1AB2 b	h9h5	-9999	1:h9h5:-9999;2:a0a1:-9999;3:e5e4:-9999;4:h9h4:-31995	random_pikafish_takeover	seed	case-000386	41	2	43	4	67
1r1akab1r/4n4/4b3n/2R6/p7p/8P/P1PCPpP2/6N1B/3N3c1/R2AKAB2 w	d3f3	531	1:d3f3:531;2:a0a2:513;3:c6d6:35;4:d3d4:33	random_pikafish_takeover	seed	case-000387	48	2	50	1	66
r1b2a1nr/4a4/n3k4/p1p1p1p1p/2c3bc1/PR1NP4/2P3P1P/8R/4K1C2/2BA1ABN1 b	h9g7	-1875	1:h9g7:-1875;2:e8d7:-1937;3:a9a8:-1951;4:i9i8:-1956	random_pikafish_takeover	seed	case-000388	31	2	33	2	68
2b1kabR1/4a4/n8/P1p6/4p1pP1/2P6/4P1P2/BNc6/3rA4/3AK1B2 w	a2c0	-455	1:a2c0:-455;2:b2c0:-952;3:b2a4:-957;4:a6a7:-1142	random_pikafish_takeover	seed	case-000389	52	2	54	3	68
3k2bn1/r1n6/3a4b/2p4C1/p4R2p/2B4c1/P1P1p4/9/9/3AKABNR w	f5f9	3957	1:f5f9:3957;2:f5f4:3906;3:f5e5:3690;4:f5f8:3550	random_pikafish_takeover	seed	case-000390	68	2	70	0	67
1nba5/1c2ak3/r3b4/8p/2C1p1p2/p1P1P2r1/P5PcP/N3B2R1/4K4/1R1A1ABN1 b	b8b4	134	1:b8b4:134;2:b8b7:90;3:e7c5:7;4:a4b4:-229	random_pikafish_takeover	seed	case-000391	31	2	33	5	67
rnb1kab1r/4a4/6C1n/p1C3p1p/c3p4/9/P1P1P1P1P/8B/1R3N2R/1cBAKA3 w	b1b0	2209	1:b1b0:2209;2:a3a4:1566;3:f1d2:1055;4:b1b8:921	random_pikafish_takeover	seed	case-000392	30	2	32	4	68
3akab2/2n3r2/2N1b3n/2p1p2P1/P7P/1c4c2/2P1P4/R1CA4N/1R7/2B2KB2 b	b4f4	-3970	1:b4f4:-3970;2:g4g7:-4007;3:g4g2:-4071;4:g8f8:-4237	random_pikafish_takeover	seed	case-000393	89	2	91	1	67
2ba1abn1/1r7/n3k4/c1p5p/9/2P4p1/P3P1P1P/2N2A1cB/1C4R2/2BAK2NR b	e7e8	-2775	1:e7e8:-2775;2:h2c2:-3077;3:b8b2:-3062;4:h9g7:-3604	random_pikafish_takeover	seed	case-000394	61	2	63	2	69
3aka1nr/8r/2n1bc3/pP2p1p1p/6b2/3pP4/2N3P1P/1C2B4/5R3/3AK1B1R w	f1f7	66	1:f1f7:66;2:b6c6:-208;3:b6b7:-520;4:i0h0:-751	random_pikafish_takeover	seed	case-000395	50	2	52	3	69
r1ba1abn1/2n1k4/2C6/p5P2/2p1p4/P1PRc4/N8/4B1p2/4A2N1/2B1KA3 w	c4c5	1751	1:c4c5:1751;2:h1g3:1552;3:h1i3:1292;4:a4a5:1071	random_pikafish_takeover	seed	case-000396	88	2	90	0	68
1nbaka2r/r4n3/4cc2b/p3p3p/2p3p2/9/P1P1P1P1P/R3C4/4A4/1NBAK1BNR b	b9c7	3128	1:b9c7:3128;2:i9h9:3115;3:a8b8:3111;4:a8d8:3035	random_pikafish_takeover	seed	case-000397	13	2	15	5	68
Cn2k1b2/4a4/9/2p3pnp/p1P6/c3P1P1P/2p4RN/1rN6/5K3/2BA1AB2 b	a4a9	1819	1:a4a9:1819;2:b9a7:0;3:b9d8:-598;4:b9c7:-1347	random_pikafish_takeover	seed	case-000398	83	2	85	4	69
2bak1bnr/r3a4/9/p1p1p1p1p/1C2c4/9/P1P1P1P1P/R6c1/5K1C1/1NBA1ABNR b	h2h3	80	1:h2h3:80;2:h2h7:35;3:a8a7:8;4:i9i8:-3	random_pikafish_takeover	seed	case-000399	13	2	15	1	68
